timestamp,open,high,low,close,volume
1770115500000,78118.8,78189.1,78085.0,78171.5,202.759
1770115800000,78171.5,78186.5,78020.4,78072.3,343.716
1770116100000,78072.4,78103.3,78012.3,78077.2,507.356
1770116400000,78077.3,78180.4,78037.8,78180.4,498.818
1770116700000,78180.4,78225.1,78088.0,78135.6,309.642
1770117000000,78135.5,78203.1,78129.4,78183.2,152.947
1770117300000,78183.1,78245.4,78084.3,78084.4,280.471
1770117600000,78084.4,78124.9,78062.4,78073.1,210.76
1770117900000,78073.2,78104.4,77976.0,78012.5,501.755
1770118200000,78012.5,78207.0,77960.0,78149.9,346.719
1770118500000,78150.0,78233.8,78087.4,78087.4,345.2
1770118800000,78087.4,78239.8,78087.4,78178.4,303.109
1770119100000,78178.4,78315.9,78170.6,78252.1,400.651
1770119400000,78252.2,78252.2,78149.3,78194.6,282.476
1770119700000,78194.7,78258.2,78032.2,78040.1,280.056
1770120000000,78040.1,78100.0,77960.1,78013.1,458.179
1770120300000,78013.1,78110.6,77950.0,78080.0,241.874
1770120600000,78080.0,78285.4,78050.0,78182.8,492.082
1770120900000,78182.7,78182.8,78095.2,78110.5,235.266
1770121200000,78110.5,78211.5,78089.6,78138.5,304.212
1770121500000,78138.6,78299.0,78138.6,78280.3,273.625
1770121800000,78280.1,78308.4,78170.0,78178.8,303.675
1770122100000,78178.9,78305.9,78170.0,78291.8,168.869
1770122400000,78291.7,78301.7,78200.0,78200.1,391.984
1770122700000,78200.0,78370.0,78188.5,78363.1,515.258
1770123000000,78363.1,78363.1,78229.4,78355.9,298.487
1770123300000,78355.9,78377.8,78271.8,78289.8,337.585
1770123600000,78289.8,78327.2,78200.8,78215.0,231.09
1770123900000,78215.0,78416.0,78211.0,78329.3,383.048
1770124200000,78329.2,78383.4,78282.8,78369.8,233.473
1770124500000,78369.8,78376.1,78276.9,78285.1,222.369
1770124800000,78285.1,78304.8,78151.0,78213.0,321.909
1770125100000,78212.9,78423.0,78212.9,78391.7,683.917
1770125400000,78391.7,78425.8,78244.7,78315.9,366.175
1770125700000,78315.8,78407.1,78268.1,78342.9,241.139
1770126000000,78343.0,78366.0,78248.9,78261.3,215.296
1770126300000,78261.3,78317.2,78229.0,78307.9,187.815
1770126600000,78307.9,78312.3,78150.0,78205.8,257.137
1770126900000,78205.9,78381.4,78205.8,78260.4,883.804
1770127200000,78260.4,78371.8,78241.8,78278.7,397.372
1770127500000,78278.7,78309.7,78247.3,78274.0,112.26
1770127800000,78274.0,78349.8,78223.7,78314.5,388.335
1770128100000,78314.5,78397.5,78041.6,78087.5,1015.144
1770128400000,78087.4,78150.1,78071.7,78136.0,511.552
1770128700000,78136.1,78394.6,78136.1,78385.3,909.147
1770129000000,78385.3,78385.3,77955.0,78076.1,1889.814
1770129300000,78076.0,78258.6,77707.4,77729.8,3014.87
1770129600000,77729.8,78065.7,77600.0,77838.2,2152.183
1770129900000,77838.2,78172.5,77667.3,78001.0,1869.256
1770130200000,78001.1,78001.1,77397.0,77570.0,2415.036
1770130500000,77570.0,77599.9,77131.2,77164.5,4106.557
1770130800000,77164.5,77484.9,77052.0,77378.5,3685.058
1770131100000,77378.5,77639.1,77275.3,77590.1,2029.999
1770131400000,77590.0,77639.1,77100.0,77142.8,1509.272
1770131700000,77142.9,77497.6,77000.5,77284.2,1827.007
1770132000000,77284.2,77616.0,77210.7,77226.9,1152.378
1770132300000,77226.9,78090.3,77077.0,77700.0,4084.849
1770132600000,77699.9,78184.0,77517.2,77891.0,2843.429
1770132900000,77890.9,77918.6,77633.7,77787.9,1573.958
1770133200000,77787.9,77823.9,77431.7,77439.9,1151.812
1770133500000,77440.0,77898.8,77275.0,77864.9,1663.485
1770133800000,77864.9,78067.7,77774.0,77964.1,1473.829
1770134100000,77963.9,78160.0,77900.0,78094.1,1422.252
1770134400000,78094.2,78101.5,77750.0,77766.7,983.959
1770134700000,77766.7,77871.7,77534.9,77585.7,1115.224
1770135000000,77585.7,77602.1,77311.5,77333.3,1581.386
1770135300000,77333.3,77376.1,77028.9,77149.1,2210.091
1770135600000,77149.1,77214.1,76671.4,76695.7,4516.297
1770135900000,76695.6,76950.9,76600.0,76642.9,4360.063
1770136200000,76642.8,76856.9,76521.0,76744.0,2627.347
1770136500000,76744.0,76869.5,76644.4,76695.2,1954.383
1770136800000,76695.1,76864.0,76588.9,76726.2,1243.478
1770137100000,76726.3,76846.8,76460.0,76714.6,1976.548
1770137400000,76714.6,76736.5,76520.8,76566.6,909.691
1770137700000,76566.5,76690.4,76448.0,76458.2,1062.192
1770138000000,76458.2,76500.0,76350.0,76381.6,1793.12
1770138300000,76381.5,76411.0,76058.2,76098.6,3521.248
1770138600000,76098.7,76153.6,75655.0,75670.2,3962.722
1770138900000,75670.3,75913.1,75650.0,75819.5,2985.714
1770139200000,75819.4,76148.5,75700.0,75974.1,2536.733
1770139500000,75974.1,76080.5,75814.1,75865.1,1104.759
1770139800000,75865.0,75928.2,75728.2,75730.2,908.469
1770140100000,75730.2,75823.8,75428.5,75506.1,2108.572
1770140400000,75506.1,75509.2,75111.0,75120.4,2912.495
1770140700000,75120.3,75258.2,74913.4,74995.7,2938.727
1770141000000,74995.6,75369.1,74985.4,75064.7,2228.168
1770141300000,75064.7,75084.3,74844.7,74882.4,1935.302
1770141600000,74882.4,75184.8,74881.1,75049.8,2331.175
1770141900000,75049.9,75267.8,74768.0,74819.9,4912.476
1770142200000,74819.9,74969.4,74641.0,74645.8,2881.103
1770142500000,74645.8,74836.7,74500.0,74712.3,3546.228
1770142800000,74712.4,74807.1,74263.0,74346.6,4499.959
1770143100000,74346.5,74346.5,73949.5,74071.0,6535.49
1770143400000,74071.0,74261.4,73900.0,74215.4,3680.472
1770143700000,74215.4,74272.9,73941.3,74160.2,1788.221
1770144000000,74160.1,74222.0,73656.8,73689.0,4232.61
1770144300000,73689.0,73751.6,73223.6,73249.6,5268.277
1770144600000,73249.6,73395.5,73100.0,73163.4,2379.428
1770144900000,73163.5,73478.9,73103.3,73111.7,2087.996
1770145200000,73111.7,73335.6,72889.2,73117.6,3290.982
1770145500000,73117.5,73580.0,73049.6,73520.6,3844.479
1770145800000,73520.5,74889.9,73514.6,74523.6,9485.562
1770146100000,74523.5,75019.9,74210.6,74970.1,5886.119
1770146400000,74970.0,75218.0,74680.8,74747.9,5088.206
1770146700000,74747.9,74964.8,74508.6,74898.2,2228.383
1770147000000,74898.3,75221.4,74752.1,74816.0,2468.859
1770147300000,74816.1,75011.7,74747.5,74916.3,1558.306
1770147600000,74916.3,75185.6,74791.1,74871.0,1581.886
1770147900000,74871.1,74884.0,74248.2,74465.0,2385.911
1770148200000,74465.0,74759.1,74418.7,74721.6,1563.237
1770148500000,74721.7,75028.2,74692.5,74893.8,1233.578
1770148800000,74893.9,75050.0,74662.6,74671.2,1487.385
1770149100000,74671.3,74743.5,74550.0,74593.0,778.115
1770149400000,74593.0,74726.2,74550.0,74674.2,588.016
1770149700000,74674.2,75200.0,74541.0,75063.5,1486.385
1770150000000,75063.4,75478.7,75021.9,75478.7,1880.96
1770150300000,75478.7,75852.9,75466.8,75615.2,2840.736
1770150600000,75615.2,76567.1,75585.7,76129.4,4384.89
1770150900000,76200.0,76236.6,76175.6,76236.6,25.745
1770151200000,76397.1,76401.3,76360.2,76381.5,26.2
1770151500000,76357.9,76366.7,76353.7,76366.6,2.456
1770151800000,76296.7,76296.7,76296.7,76296.7,0.002
1770152100000,76420.5,76424.3,76420.5,76422.1,2.8
1770152400000,76431.9,76431.9,76430.3,76430.3,0.079
1770152700000,76891.5,76891.5,76833.1,76833.1,11.703
1770153000000,76897.7,76897.7,76889.9,76889.9,1.587
1770153300000,76746.4,76771.2,76745.2,76771.2,25.712
1770153600000,76409.0,76409.0,76409.0,76409.0,0.104
1770153900000,76522.8,76530.0,76522.8,76529.9,1.702
1770154200000,76461.2,76468.0,76440.1,76440.1,16.136
1770154500000,76525.8,76525.8,76525.8,76525.8,0.4
1770154800000,76186.1,76191.2,76186.1,76191.1,1.607
1770155100000,76328.5,76328.5,76323.4,76323.5,0.353
1770155400000,76241.2,76249.7,76229.5,76249.7,1.673
1770155700000,76147.6,76147.6,76136.1,76136.1,1.158
1770156000000,76200.0,76220.4,76200.0,76220.3,5.511
1770156300000,76166.1,76176.9,76166.1,76176.9,1.653
1770156600000,75807.4,75810.2,75761.4,75768.0,67.031
1770156900000,75803.5,75803.5,75793.2,75803.4,7.674
1770157200000,75782.4,75825.0,75782.4,75824.9,42.418
1770157500000,75716.0,75724.9,75716.0,75724.9,0.514
1770157800000,75993.1,75994.3,75993.1,75994.2,0.023
1770158100000,75899.7,75899.8,75899.7,75899.8,1.039
1770158400000,75908.2,75908.2,75879.9,75892.8,8.987
1770158700000,75772.3,75772.3,75767.0,75767.0,2.453
1770159000000,75423.0,75428.5,75401.5,75404.0,16.979
1770159300000,75734.5,75734.5,75734.5,75734.5,0.008
1770159600000,75672.5,75689.6,75648.0,75689.6,20.797
1770159900000,75465.5,75479.3,75460.5,75460.5,7.147
1770160200000,75581.6,75581.6,75578.2,75578.3,1.159
1770160500000,75735.4,75749.9,75735.4,75749.9,7.72
1770160800000,75725.9,75725.9,75709.1,75709.1,1.224
1770161100000,75807.6,75807.8,75807.2,75807.3,2.06
